Sun Jan 04 12:22:15 2015    profile_out1.txt

         1868107 function calls (1860775 primitive calls) in 20.882 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 _base.py:1(<module>)
       31    0.000    0.000    0.000    0.000 _abcoll.py:361(iteritems)
       16    0.000    0.000    0.000    0.000 BIFFRecords.py:1112(__init__)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1110(__guts_rec)
        6    0.000    0.000    0.000    0.000 response.py:121(release_conn)
       52    0.000    0.000    0.000    0.000 xl3.py:26(from_link)
       14    0.000    0.000    0.000    0.000 argparse.py:1378(_get_optional_kwargs)
       12    0.000    0.000    0.000    0.000 sessions.py:615(mount)
       72    0.000    0.000    0.000    0.000 six.py:132(__init__)
        8    0.000    0.000    0.000    0.000 cookielib.py:609(request_path)
        8    0.000    0.000    0.000    0.000 __init__.py:15(apply)
       48    0.000    0.000    0.000    0.000 ExcelFormula.py:34(rpn)
       25    0.000    0.000    0.000    0.000 __init__.py:219(_releaseLock)
      146    0.000    0.000    0.000    0.000 html5parser.py:1965(clearStackToTableBodyContext)
      132    0.000    0.000    0.000    0.000 threading.py:660(name)
       51    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       24    0.000    0.000    0.000    0.000 cookies.py:47(get_full_url)
       23    0.000    0.000    0.000    0.000 _htmlparser.py:81(handle_entityref)
      138    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       71    0.000    0.000    0.000    0.000 httplib.py:775(_output)
        1    0.000    0.000    0.000    0.000 columns.py:1(<module>)
       12    0.000    0.000    0.000    0.000 ntpath.py:275(expanduser)
        3    0.000    0.000    0.000    0.000 html5parser.py:2616(processSpaceCharacters)
        4    0.000    0.000    0.000    0.000 dammit.py:398(_convert_from)
        9    0.000    0.000    0.000    0.000 Row.py:137(get_row_biff_data)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
       14    0.000    0.000    0.000    0.000 argparse.py:1657(_add_action)
        9    0.000    0.000    0.000    0.000 models.py:70(_encode_params)
        3    0.000    0.000    0.000    0.000 ntpath.py:466(abspath)
        4    0.000    0.000    0.000    0.000 inputstream.py:728(handlePossibleEndTag)
       73    0.000    0.000    0.000    0.000 threading.py:220(_is_owned)
       86    0.000    0.000    0.000    0.000 _form.py:1050(_get_label)
       19    0.000    0.000    0.000    0.000 socket.py:285(__del__)
      100    0.000    0.000    0.000    0.000 _collections.py:200(__iter__)
       77    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        6    0.000    0.000    0.000    0.000 cgi.py:304(parse_header)
        3    0.000    0.000    0.000    0.000 _lxml.py:197(doctype)
        9    0.000    0.000    0.000    0.000 _clientcookie.py:220(escape_path)
        6    0.000    0.000    0.000    0.000 connectionpool.py:224(_put_conn)
        4    0.000    0.000    0.000    0.000 urllib2.py:171(request_host)
      244    0.000    0.000    0.000    0.000 xl3.py:47(get_col_width)
        1    0.000    0.000    0.000    0.000 contextlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 Style.py:624(_parse_strg_to_obj)
       16    0.000    0.000    0.000    0.000 inputstream.py:618(skipUntil)
        3    0.000    0.000    0.000    0.000 html5parser.py:756(startTagTitle)
        1    0.000    0.000    0.000    0.000 FilterCountId.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:657(__init__)
       21    0.000    0.000    0.000    0.000 {_winreg.QueryValueEx}
        6    0.000    0.000    0.000    0.000 cookielib.py:1691(clear_expired_cookies)
        1    0.000    0.000    0.000    0.000 handler.py:10(<module>)
       26    0.000    0.000    0.000    0.000 calendar.py:55(__getitem__)
      180    0.000    0.000    0.000    0.000 Row.py:154(insert_cell)
        8    0.000    0.000    0.000    0.000 Worksheet.py:50(__init__)
        3    0.000    0.000    0.000    0.000 html5parser.py:392(parseRCDataRawtext)
        2    0.000    0.000    0.000    0.000 _clientcookie.py:1610(__iter__)
       64    0.000    0.000    0.000    0.000 BIFFRecords.py:1692(__init__)
        6    0.000    0.000    0.000    0.000 connection.py:68(__init__)
       12    0.000    0.000    0.000    0.000 httplib.py:478(_check_close)
       14    0.000    0.000    0.000    0.000 argparse.py:1485(_add_action)
        6    0.000    0.000    0.000    0.000 _collections.py:55(__getitem__)
       30    0.000    0.000    0.000    0.000 _form.py:511(_append_select_control)
        1    0.000    0.000    0.000    0.000 urllib2.py:691(__init__)
       29    0.000    0.000    0.000    0.000 _form.py:116(compress_text)
       20    0.000    0.000    0.000    0.000 threading.py:180(__init__)
        2    0.000    0.000    0.000    0.000 _clientcookie.py:1115(_cookie_attrs)
       14    0.000    0.000    0.000    0.000 _sgmllib_copy.py:390(handle_endtag)
       19    0.000    0.000    0.000    0.000 socket.py:246(__init__)
        6    0.000    0.000    0.000    0.000 models.py:398(prepare_body)
       48    0.000    0.000    0.000    0.000 antlr.py:1699(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:337(__init__)
       12    0.000    0.000    0.000    0.000 cookies.py:294(update)
        1    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_weekday)
       72    0.000    0.000    0.000    0.000 Queue.py:237(_qsize)
       12    0.000    0.000    0.000    0.000 __init__.py:1036(_fixupParents)
        1    0.000    0.000    0.000    0.000 handler.py:47(ContentHandler)
       66    0.000    0.000    0.000    0.000 Queue.py:240(_put)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
       16    0.000    0.000    0.000    0.000 cookielib.py:639(escape_path)
        8    0.000    0.000    0.000    0.000 cookies.py:289(set_cookie)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _opener.py:155(_request)
        2    0.000    0.000    0.000    0.000 _request.py:21(__init__)
        1    0.000    0.000    0.000    0.000 hex_codec.py:8(<module>)
        6    0.000    0.000    0.000    0.000 models.py:461(prepare_auth)
       64    0.000    0.000    0.000    0.000 _html5lib.py:110(__len__)
        8    0.000    0.000    0.000    0.000 Formatting.py:91(get_biff_record)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        2    0.000    0.000    0.000    0.000 html5parser.py:1166(startTagHr)
      224    0.000    0.000    0.000    0.000 {method 'isspace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1450(parse_declaration)
        3    0.000    0.000    0.000    0.000 Style.py:10(__init__)
        6    0.000    0.000    0.000    0.000 adapters.py:234(request_url)
        4    0.000    0.000    0.000    0.000 cookielib.py:212(http2time)
      181    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        1    0.000    0.000    0.000    0.000 bcpao_radius.py:5(<module>)
      213    0.000    0.000    0.000    0.000 _form.py:744(unescape_attr_if_required)
       48    0.000    0.000    0.000    0.000 antlr.py:1768(__init__)
        4    0.000    0.000    0.000    0.000 connection.py:113(__init__)
        1    0.000    0.000    0.000    0.000 _strptime.py:115(__calc_date_time)
        4    0.000    0.000    0.000    0.000 ssl.py:152(getpeercert)
      174    0.000    0.000    0.000    0.000 _form.py:1040(__setattr__)
       35    0.000    0.000    0.000    0.000 _form.py:1119(add_to_form)
      132    0.000    0.000    0.000    0.000 MyRecordSet.py:23(get_records)
       49    0.000    0.000    0.000    0.000 response.py:1(is_fp_closed)
        2    0.000    0.000    0.000    0.000 html5parser.py:1138(startTagTable)
        6    0.000    0.000    0.000    0.000 _collections.py:62(__setitem__)
       18    0.000    0.000    0.000    0.000 timeout.py:87(__init__)
        8    0.000    0.000    0.000    0.000 FilterMax.py:13(apply)
        6    0.000    0.000    0.000    0.000 utils.py:407(requote_uri)
       76    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       48    0.000    0.000    0.000    0.000 BIFFRecords.py:1594(__init__)
        1    0.000    0.000    0.000    0.000 util.py:32(find_msvcrt)
       18    0.000    0.000    0.000    0.000 {_bisect.insort}
        3    0.000    0.000    0.000    0.000 ntpath.py:398(normpath)
        1    0.000    0.000    0.000    0.000 Cell.py:3(<module>)
        3    0.000    0.000    0.000    0.000 _util.py:205(http2time)
      157    0.000    0.000    0.000    0.000 ExcelFormulaLexer.py:88(next_ch)
        1    0.000    0.000    0.000    0.000 cp437.py:3(<module>)
      180    0.000    0.000    0.000    0.000 _collections.py:189(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:18(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ntpath.py:63(join)
        2    0.000    0.000    0.000    0.000 html5parser.py:1002(startTagProcessInHead)
        1    0.000    0.000    0.000    0.000 html5parser.py:490(processDoctype)
        6    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
      119    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 csv.py:4(<module>)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:144(__init__)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1157(__window2_rec)
        7    0.000    0.000    0.000    0.000 _urllib2_fork.py:242(add_unredirected_header)
        3    0.000    0.000    0.000    0.000 decimal.py:3754(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method peer_certificate}
        2    0.000    0.000    0.000    0.000 html5parser.py:1698(startTagImplyTbody)
       10    0.000    0.000    0.000    0.000 __init__.py:49(normalize_encoding)
        7    0.000    0.000    0.000    0.000 _form.py:2298(fixup)
        8    0.000    0.000    0.000    0.000 re.py:271(_subx)
        4    0.000    0.000    0.000    0.000 dammit.py:425(_to_unicode)
       15    0.000    0.000    0.000    0.000 tokenizer.py:473(rcdataEndTagNameState)
       13    0.000    0.000    0.000    0.000 __init__.py:1092(__init__)
        7    0.000    0.000    0.000    0.000 _form.py:436(start_select)
        2    0.000    0.000    0.000    0.000 argparse.py:1288(add_argument_group)
        1    0.000    0.000    0.000    0.000 __init__.py:1471(basicConfig)
        1    0.000    0.000    0.000    0.000 _implementation.py:1(<module>)
      124    0.000    0.000    0.000    0.000 Cell.py:9(__init__)
        4    0.000    0.000    0.000    0.000 _form.py:3117(_find_control)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1127(__wsbool_rec)
        3    0.000    0.000    0.000    0.000 inspect.py:801(getargspec)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:722(__init__)
        8    0.000    0.000    0.000    0.000 cookielib.py:512(domain_match)
        7    0.000    0.000    0.000    0.000 _form.py:451(end_select)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        6    0.000    0.000    0.000    0.000 utils.py:644(get_auth_from_url)
       18    0.000    0.000    0.000    0.000 threading.py:148(__exit__)
        1    0.000    0.000    0.000    0.000 _elementpath.py:56(<module>)
        2    0.000    0.000    0.000    0.000 html5parser.py:1693(startTagRowGroup)
       44    0.000    0.000    0.000    0.000 _collections.py:191(__setitem__)
       68    0.000    0.000    0.000    0.000 element.py:880(index)
        3    0.000    0.000    0.000    0.000 _clientcookie.py:874(return_ok_verifiability)
        6    0.000    0.000    0.000    0.000 Queue.py:150(get)
      132    0.000    0.000    0.000    0.000 {nt.getpid}
        2    0.000    0.000    0.000    0.000 structures.py:105(copy)
       43    0.000    0.000    0.000    0.000 six.py:96(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:1464(__init__)
      110    0.000    0.000    0.000    0.000 rfc822.py:209(islast)
        1    0.000    0.000    0.000    0.000 urllib.py:837(ftpwrapper)
        6    0.000    0.000    0.000    0.000 BeautifulSoup.py:1018(buildTagMap)
        3    0.000    0.000    0.000    0.000 __init__.py:650(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:17(update_wrapper)
       14    0.000    0.000    0.000    0.000 calendar.py:74(__getitem__)
        1    0.000    0.000    0.000    0.000 decimal.py:5390(_WorkRep)
        8    0.000    0.000    0.000    0.000 urllib2.py:248(get_host)
        6    0.000    0.000    0.000    0.000 connectionpool.py:254(_get_timeout)
       16    0.000    0.000    0.000    0.000 inputstream.py:601(getCurrentByte)
       14    0.000    0.000    0.000    0.000 argparse.py:1298(_add_action)
        8    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        8    0.000    0.000    0.000    0.000 cookielib.py:1622(set_cookie)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1118(__defaultrowheight_rec)
        3    0.000    0.000    0.000    0.000 _lxml.py:45(parser_for)
        6    0.000    0.000    0.000    0.000 platform.py:1446(python_implementation)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1151(__dimensions_rec)
       15    0.000    0.000    0.000    0.000 copy.py:66(copy)
       48    0.000    0.000    0.000    0.000 antlr.py:2071(set_k)
       15    0.000    0.000    0.000    0.000 cgi.py:292(_parseparam)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:126(request_host)
        2    0.000    0.000    0.000    0.000 _base.py:152(reset)
        8    0.000    0.000    0.000    0.000 re.py:251(_compile_repl)
        2    0.000    0.000    0.000    0.000 _clientcookie.py:1100(decreasing_size)
       12    0.000    0.000    0.000    0.000 platform.py:1353(_sys_version)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1102(__bof_rec)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
