Sun Jan 04 12:22:15 2015    profile_out1.txt

         1868107 function calls (1860775 primitive calls) in 20.882 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookies.py:21(MockRequest)
        1    0.000    0.000    0.000    0.000 cookies.py:93(MockResponse)
       14    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        8    0.000    0.000    0.000    0.000 MyRecordSet.py:21(get_size)
        2    0.000    0.000    0.000    0.000 utf_8.py:33(getregentry)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2275(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:47(_localized_month)
       19    0.000    0.000    0.000    0.000 socket.py:292(flush)
        3    0.000    0.000    0.000    0.000 __init__.py:1060(_fixupChildren)
        8    0.000    0.000    0.000    0.000 columns.py:26(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1229(__init__)
       27    0.000    0.000    0.000    0.000 decimal.py:3788(<genexpr>)
       34    0.000    0.000    0.000    0.000 {_ctypes.sizeof}
        2    0.000    0.000    0.000    0.000 _form.py:405(start_form)
       12    0.000    0.000    0.000    0.000 adapters.py:38(__init__)
        7    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        4    0.000    0.000    0.000    0.000 ssl_.py:56(resolve_cert_reqs)
        1    0.000    0.000    0.000    0.000 Workbook.py:462(__write_access_rec)
        1    0.000    0.000    0.000    0.000 CompoundDoc.py:207(__build_header)
        8    0.000    0.000    0.000    0.000 _form.py:1924(fixup)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:7(<module>)
        7    0.000    0.000    0.000    0.000 _urllib2_fork.py:235(is_unverifiable)
        4    0.000    0.000    0.000    0.000 mydate.py:19(get_next_wed_offset)
        8    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 _beautifulsoup.py:983(ICantBelieveItsBeautifulSoup)
        1    0.000    0.000    0.000    0.000 decimal.py:3735(Context)
        6    0.000    0.000    0.000    0.000 timeout.py:205(read_timeout)
        1    0.000    0.000    0.000    0.000 dammit.py:314(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 xl_builder.py:37(get_bclerk_name_url)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1614(__init__)
        2    0.000    0.000    0.000    0.000 inputstream.py:755(handleOther)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 html5parser.py:2633(processEndTag)
        9    0.000    0.000    0.000    0.000 BIFFRecords.py:358(__init__)
        2    0.000    0.000    0.000    0.000 {win32api.RegQueryValueEx}
        1    0.000    0.000    0.000    0.000 tokenizer.py:24(HTMLTokenizer)
        6    0.000    0.000    0.000    0.000 collections.py:76(__setitem__)
        9    0.000    0.000    0.000    0.000 BIFFRecords.py:332(__init__)
        9    0.000    0.000    0.000    0.000 BIFFRecords.py:319(__init__)
        1    0.000    0.000    0.000    0.000 models.py:48(RequestEncodingMixin)
        1    0.000    0.000    0.000    0.000 html5parser.py:648(__init__)
        1    0.000    0.000    0.000    0.000 Workbook.py:486(__hide_obj_rec)
        1    0.000    0.000    0.000    0.000 _gzip.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _form.py:2171(fixup)
        1    0.000    0.000    0.000    0.000 argparse.py:129(_get_kwargs)
        7    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:2509(__init__)
        3    0.000    0.000    0.000    0.000 _clientcookie.py:886(return_ok_secure)
        1    0.000    0.000    0.000    0.000 ascii.py:13(Codec)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1780(__init__)
        1    0.000    0.000    0.000    0.000 Workbook.py:489(__window1_rec)
       21    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
        1    0.000    0.000    0.000    0.000 threading.py:375(set)
        2    0.000    0.000    0.000    0.000 cp437.py:11(encode)
        4    0.000    0.000    0.000    0.000 _clientcookie.py:720(set_ok_verifiability)
       25    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _util.py:46(isstringlike)
        8    0.000    0.000    0.000    0.000 _beautifulsoup.py:539(isList)
       18    0.000    0.000    0.000    0.000 {method 'find' of 'unicode' objects}
       19    0.000    0.000    0.000    0.000 __init__.py:75(__init__)
        3    0.000    0.000    0.000    0.000 Formatting.py:211(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1710(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        2    0.000    0.000    0.000    0.000 BeautifulSoup.py:1827(<lambda>)
        4    0.000    0.000    0.000    0.000 mydate.py:21(get_next_thu_offset)
        4    0.000    0.000    0.000    0.000 dammit.py:447(_codec)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1871(__init__)
        1    0.000    0.000    0.000    0.000 shlex.py:2(<module>)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1658(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1798(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:1881(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:414(Thread)
        3    0.000    0.000    0.000    0.000 Formatting.py:172(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2035(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2071(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:345(__init__)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:299(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2053(__init__)
        1    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1728(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2118(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1814(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2102(__init__)
        2    0.000    0.000    0.000    0.000 html5parser.py:2012(endTagTableRowGroup)
        2    0.000    0.000    0.000    0.000 _response.py:337(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1848(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1748(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1763(__init__)
        4    0.000    0.000    0.000    0.000 HTMLParser.py:94(reset)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1831(__init__)
        1    0.000    0.000    0.000    0.000 _MozillaCookieJar.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _clientcookie.py:1491(set_cookie)
       16    0.000    0.000    0.000    0.000 __init__.py:574(__init__)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:2087(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:146(HelpFormatter)
       24    0.000    0.000    0.000    0.000 cookies.py:107(info)
        1    0.000    0.000    0.000    0.000 StringIO.py:30(<module>)
        6    0.000    0.000    0.000    0.000 models.py:613(iter_content)
        3    0.000    0.000    0.000    0.000 BeautifulSoup.py:1935(find_codec)
        6    0.000    0.000    0.000    0.000 cookielib.py:1246(_cookies_for_request)
        6    0.000    0.000    0.000    0.000 _collections.py:197(__len__)
        6    0.000    0.000    0.000    0.000 _clientcookie.py:400(is_expired)
       27    0.000    0.000    0.000    0.000 _form.py:1123(fixup)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:75(create_readline_wrapper)
        1    0.000    0.000    0.000    0.000 locale.py:102(localeconv)
        6    0.000    0.000    0.000    0.000 Cell.py:53(get_encoded_data)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1490(__init__)
       12    0.000    0.000    0.000    0.000 timeout.py:187(connect_timeout)
        1    0.000    0.000    0.000    0.000 six.py:83(__get__)
        6    0.000    0.000    0.000    0.000 platform.py:1294(release)
        1    0.000    0.000    0.000    0.000 inputstream.py:657(__init__)
        6    0.000    0.000    0.000    0.000 sessions.py:72(merge_hooks)
        1    0.000    0.000    0.000    0.000 numbers.py:169(Real)
        4    0.000    0.000    0.000    0.000 _form.py:1797(_set_selected_state)
        1    0.000    0.000    0.000    0.000 html5parser.py:2461(__init__)
        1    0.000    0.000    0.000    0.000 _useragent.py:24(UserAgentBase)
        7    0.000    0.000    0.000    0.000 _urllib2_fork.py:246(has_header)
       24    0.000    0.000    0.000    0.000 __init__.py:1659(handle)
        1    0.000    0.000    0.000    0.000 html5parser.py:2627(startTagOther)
        1    0.000    0.000    0.000    0.000 html5parser.py:2566(__init__)
        6    0.000    0.000    0.000    0.000 Queue.py:243(_get)
        1    0.000    0.000    0.000    0.000 inputstream.py:505(detectBOM)
        6    0.000    0.000    0.000    0.000 models.py:318(prepare_method)
        2    0.000    0.000    0.000    0.000 inputstream.py:640(jumpTo)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:788(__init__)
        1    0.000    0.000    0.000    0.000 smtplib.py:187(SMTP)
        7    0.000    0.000    0.000    0.000 warnings.py:355(__exit__)
        4    0.000    0.000    0.000    0.000 cookielib.py:437(_strip_quotes)
        3    0.000    0.000    0.000    0.000 tokenizer.py:1517(afterDoctypePublicIdentifierState)
        1    0.000    0.000    0.000    0.000 Workbook.py:474(__password_rec)
        1    0.000    0.000    0.000    0.000 util.py:9(_get_build_version)
        1    0.000    0.000    0.000    0.000 _LWPCookieJar.py:49(LWPCookieJar)
        2    0.000    0.000    0.000    0.000 sgmllib.py:71(reset)
        4    0.000    0.000    0.000    0.000 urllib2.py:221(get_method)
        1    0.000    0.000    0.000    0.000 _strptime.py:103(__calc_am_pm)
        1    0.000    0.000    0.000    0.000 __init__.py:679(createLock)
        1    0.000    0.000    0.000    0.000 ordered_dict.py:17(OrderedDict)
       22    0.000    0.000    0.000    0.000 _form.py:1273(is_of_kind)
        8    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 _form.py:553(end_label)
        1    0.000    0.000    0.000    0.000 Workbook.py:503(__codepage_rec)
        8    0.000    0.000    0.000    0.000 FilterCountId.py:10(__init__)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 argparse.py:1022(_SubParsersAction)
       17    0.000    0.000    0.000    0.000 _urllib2_fork.py:192(get_full_url)
        2    0.000    0.000    0.000    0.000 mydate.py:5(<module>)
       14    0.000    0.000    0.000    0.000 argparse.py:1426(_check_conflict)
        1    0.000    0.000    0.000    0.000 Workbook.py:453(__intf_hdr_rec)
        5    0.000    0.000    0.000    0.000 _clientcookie.py:664(is_blocked)
        2    0.000    0.000    0.000    0.000 {_codecs.charmap_encode}
        6    0.000    0.000    0.000    0.000 _form.py:1897(close_control)
        1    0.000    0.000    0.000    0.000 Workbook.py:459(__intf_mms_rec)
        1    0.000    0.000    0.000    0.000 _html.py:328(MechanizeBs)
       20    0.000    0.000    0.000    0.000 {method 'itervalues' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _opener.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _form.py:2401(HTMLForm)
        6    0.000    0.000    0.000    0.000 six.py:117(__init__)
        4    0.000    0.000    0.000    0.000 cookielib.py:1543(_process_rfc2109_cookies)
        6    0.000    0.000    0.000    0.000 adapters.py:258(add_headers)
        1    0.000    0.000    0.000    0.000 Workbook.py:520(__datemode_rec)
        1    0.000    0.000    0.000    0.000 six.py:184(load_module)
        1    0.000    0.000    0.000    0.000 _sgmllib_copy.py:66(SGMLParser)
        1    0.000    0.000    0.000    0.000 Style.py:224(_all_styles)
        1    0.000    0.000    0.000    0.000 idna.py:279(getregentry)
        1    0.000    0.000    0.000    0.000 urllib2.py:299(__init__)
        4    0.000    0.000    0.000    0.000 urllib2.py:504(http_response)
        1    0.000    0.000    0.000    0.000 atexit.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ascii.py:41(getregentry)
        1    0.000    0.000    0.000    0.000 six.py:705(__new__)
        1    0.000    0.000    0.000    0.000 Workbook.py:471(__protect_rec)
        1    0.000    0.000    0.000    0.000 nonmultipart.py:5(<module>)
        1    0.000    0.000    0.000    0.000 Workbook.py:529(__bookbool_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:517(__fngroupcount_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:523(__precision_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:468(__obj_protect_rec)
        1    0.000    0.000    0.000    0.000 _auth.py:10(<module>)
        1    0.000    0.000    0.000    0.000 Workbook.py:483(__backup_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:541(__useselfs_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:477(__prot4rev_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:480(__prot4rev_pass_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:465(__wnd_protect_rec)
       18    0.000    0.000    0.000    0.000 __init__.py:98(reset)
        1    0.000    0.000    0.000    0.000 _debug.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'tostring' of 'array.array' objects}
        1    0.000    0.000    0.000    0.000 Workbook.py:511(__dsf_rec)
        1    0.000    0.000    0.000    0.000 Workbook.py:526(__refresh_all_rec)
        3    0.000    0.000    0.000    0.000 _headersutil.py:175(strip_quotes)
        2    0.000    0.000    0.000    0.000 {_csv.register_dialect}
       16    0.000    0.000    0.000    0.000 __init__.py:121(deprecated_argument)
        4    0.000    0.000    0.000    0.000 functools.py:39(wraps)
        2    0.000    0.000    0.000    0.000 _response.py:344(_set_fp)
        1    0.000    0.000    0.000    0.000 html5parser.py:1585(__init__)
        1    0.000    0.000    0.000    0.000 FilterMax.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:378(_default_mime_types)
       16    0.000    0.000    0.000    0.000 xl3.py:56(get_items)
        2    0.000    0.000    0.000    0.000 _rfc3986.py:45(is_clean_uri)
        1    0.000    0.000    0.000    0.000 hex_codec.py:70(getregentry)
        1    0.000    0.000    0.000    0.000 Cookie.py:679(SerialCookie)
        1    0.000    0.000    0.000    0.000 __init__.py:1357(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Match)
        1    0.000    0.000    0.000    0.000 cp437.py:33(getregentry)
       16    0.000    0.000    0.000    0.000 Worksheet.py:207(get_name)
        1    0.000    0.000    0.000    0.000 CompoundDoc.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:1182(__init__)
        2    0.000    0.000    0.000    0.000 html5parser.py:348(resetInsertionMode)
        1    0.000    0.000    0.000    0.000 dbapi2.py:55(register_adapters_and_converters)
        3    0.000    0.000    0.000    0.000 argparse.py:1417(_get_handler)
        1    0.000    0.000    0.000    0.000 __init__.py:27(<module>)
       14    0.000    0.000    0.000    0.000 HTMLParser.py:123(set_cdata_mode)
        1    0.000    0.000    0.000    0.000 Workbook.py:450(__eof_rec)
       12    0.000    0.000    0.000    0.000 cookies.py:100(__init__)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:197(_lastRecursiveChild)
        5    0.000    0.000    0.000    0.000 Formatting.py:121(_search_key)
        3    0.000    0.000    0.000    0.000 element.py:12(_alias)
        1    0.000    0.000    0.000    0.000 Workbook.py:456(__intf_end_rec)
        4    0.000    0.000    0.000    0.000 cookielib.py:326(split_header_words)
        3    0.000    0.000    0.000    0.000 tokenizer.py:1318(beforeDoctypeNameState)
        2    0.000    0.000    0.000    0.000 cfm.py:13(get_data)
        1    0.000    0.000    0.000    0.000 Cookie.py:403(Morsel)
        1    0.000    0.000    0.000    0.000 six.py:436(Module_six_moves_urllib)
       17    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 sgmllib.py:418(convert_entityref)
        1    0.000    0.000    0.000    0.000 cookielib.py:838(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 threading.py:289(notifyAll)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:272(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:2640(__init__)
        2    0.000    0.000    0.000    0.000 BeautifulSoup.py:1803(_subMSChar)
        1    0.000    0.000    0.000    0.000 _strptime.py:160(__calc_timezone)
       13    0.000    0.000    0.000    0.000 {iter}
        2    0.000    0.000    0.000    0.000 _rfc3986.py:74(urlunsplit)
        1    0.000    0.000    0.000    0.000 _form.py:762(close)
        1    0.000    0.000    0.000    0.000 {function seed at 0x023BE970}
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        2    0.000    0.000    0.000    0.000 string.py:281(split)
        3    0.000    0.000    0.000    0.000 tokenizer.py:1301(doctypeState)
        1    0.000    0.000    0.000    0.000 html5parser.py:673(startTagHtml)
        3    0.000    0.000    0.000    0.000 tokenizer.py:462(rcdataEndTagOpenState)
        1    0.000    0.000    0.000    0.000 argparse.py:1864(consume_positionals)
        1    0.000    0.000    0.000    0.000 inputstream.py:555(__new__)
        3    0.000    0.000    0.000    0.000 tokenizer.py:1440(beforeDoctypePublicIdentifierState)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 exceptions.py:70(ChunkedEncodingError)
        1    0.000    0.000    0.000    0.000 {_locale.localeconv}
       16    0.000    0.000    0.000    0.000 {globals}
        2    0.000    0.000    0.000    0.000 six.py:105(_resolve)
        1    0.000    0.000    0.000    0.000 Row.py:19(Row)
        1    0.000    0.000    0.000    0.000 _sockettimeout.py:1(<module>)
        3    0.000    0.000    0.000    0.000 tokenizer.py:451(rcdataLessThanSignState)
        8    0.000    0.000    0.000    0.000 urllib2.py:284(has_header)
        1    0.000    0.000    0.000    0.000 antlr.py:1590(__init__)
        2    0.000    0.000    0.000    0.000 {method 'tell' of '_io.BytesIO' objects}
        9    0.000    0.000    0.000    0.000 FilterCancelled.py:12(__init__)
        3    0.000    0.000    0.000    0.000 _util.py:116(offset_from_tz_string)
        1    0.000    0.000    0.000    0.000 BIFFRecords.py:429(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        4    0.000    0.000    0.000    0.000 connection.py:142(set_cert)
        3    0.000    0.000    0.000    0.000 _lxml.py:54(__init__)
        1    0.000    0.000    0.000    0.000 <string>:1(Url)
        1    0.000    0.000    0.000    0.000 collections.py:20(_recursive_repr)
        1    0.000    0.000    0.000    0.000 _opener.py:356(OpenerFactory)
        8    0.000    0.000    0.000    0.000 urllib2.py:232(has_data)
        1    0.000    0.000    0.000    0.000 BeautifulSoup.py:1756(UnicodeDammit)
        3    0.000    0.000    0.000    0.000 tokenizer.py:1420(afterDoctypePublicKeywordState)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
       10    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 xl_builder.py:83(get_display_case_number)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:189(get_data)
        2    0.000    0.000    0.000    0.000 cfm.py:17(get_headers)
       12    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        2    0.000    0.000    0.000    0.000 _form.py:427(end_form)
        8    0.000    0.000    0.000    0.000 FilterCancelled.py:14(get_name)
        1    0.000    0.000    0.000    0.000 {_struct.unpack}
        9    0.000    0.000    0.000    0.000 _abcoll.py:26(<genexpr>)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _form.py:1576(ListControl)
        3    0.000    0.000    0.000    0.000 html5parser.py:1613(endTagOther)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 html5parser.py:859(InBodyPhase)
        1    0.000    0.000    0.000    0.000 Workbook.py:569(__all_links_rec)
        1    0.000    0.000    0.000    0.000 urllib2.py:906(AbstractDigestAuthHandler)
        3    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
        8    0.000    0.000    0.000    0.000 xl3.py:51(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:486(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 connection.py:96(_prepare_conn)
        8    0.000    0.000    0.000    0.000 __init__.py:13(get_name)
        8    0.000    0.000    0.000    0.000 cookielib.py:930(set_ok_version)
        1    0.000    0.000    0.000    0.000 html5parser.py:2602(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:195(EncodingDetector)
        2    0.000    0.000    0.000    0.000 __init__.py:1104(setLevel)
        1    0.000    0.000    0.000    0.000 <string>:1(SplitResult)
        1    0.000    0.000    0.000    0.000 _sgmllib_copy.py:72(__init__)
       10    0.000    0.000    0.000    0.000 xl_builder.py:318(get_sheet_name)
        6    0.000    0.000    0.000    0.000 urlparse.py:70(username)
        1    0.000    0.000    0.000    0.000 weakref.py:47(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:945(append)
        8    0.000    0.000    0.000    0.000 urllib2.py:238(get_full_url)
        8    0.000    0.000    0.000    0.000 FilterMax.py:9(get_name)
        1    0.000    0.000    0.000    0.000 _clientcookie.py:298(Cookie)
        2    0.000    0.000    0.000    0.000 MyRecordSet.py:8(MyRecordSet)
        8    0.000    0.000    0.000    0.000 FilterCountId.py:12(get_name)
        8    0.000    0.000    0.000    0.000 xl_builder.py:35(set_args)
        1    0.000    0.000    0.000    0.000 models.py:501(Response)
        7    0.000    0.000    0.000    0.000 markupbase.py:37(reset)
        2    0.000    0.000    0.000    0.000 pprint.py:82(__init__)
        1    0.000    0.000    0.000    0.000 six.py:126(_resolve)
        1    0.000    0.000    0.000    0.000 gzip.py:36(GzipFile)
        1    0.000    0.000    0.000    0.000 hex_codec.py:27(hex_decode)
        3    0.000    0.000    0.000    0.000 <string>:8(__new__)
        1    0.000    0.000    0.000    0.000 xmlreader.py:187(InputSource)
        1    0.000    0.000    0.000    0.000 _form.py:366(_AbstractFormParser)
        1    0.000    0.000    0.000    0.000 antlr.py:1176(CharScanner)
        7    0.000    0.000    0.000    0.000 case.py:588(_deprecate)
        1    0.000    0.000    0.000    0.000 antlr.py:1782(Parser)
        1    0.000    0.000    0.000    0.000 _html.py:447(Factory)
        1    0.000    0.000    0.000    0.000 _clientcookie.py:521(DefaultCookiePolicy)
        6    0.000    0.000    0.000    0.000 Cell.py:47(__init__)
       10    0.000    0.000    0.000    0.000 _urllib2_fork.py:418(add_parent)
        1    0.000    0.000    0.000    0.000 models.py:255(PreparedRequest)
        3    0.000    0.000    0.000    0.000 Formatting.py:240(__init__)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1195(__panes_rec)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 __init__.py:938(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:11(set_dates)
        3    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
        2    0.000    0.000    0.000    0.000 bcpao.py:21(get_use_code_str)
        1    0.000    0.000    0.000    0.000 xl_builder.py:40(get_case_number_url)
        3    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
        2    0.000    0.000    0.000    0.000 tokenize.py:46(maybe)
        1    0.000    0.000    0.000    0.000 <string>:1(ParseResult)
        1    0.000    0.000    0.000    0.000 urllib.py:113(URLopener)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 html5parser.py:2345(InForeignContentPhase)
        1    0.000    0.000    0.000    0.000 xl_builder.py:13(MainSheetBuilder)
        5    0.000    0.000    0.000    0.000 html5parser.py:2703(impliedTagToken)
        1    0.000    0.000    0.000    0.000 decoder.py:298(__init__)
        1    0.000    0.000    0.000    0.000 _clientcookie.py:1047(__init__)
        1    0.000    0.000    0.000    0.000 util.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:1(DecimalTuple)
        7    0.000    0.000    0.000    0.000 _form.py:187(isstringlike)
        1    0.000    0.000    0.000    0.000 response.py:54(HTTPResponse)
        9    0.000    0.000    0.000    0.000 BIFFRecords.py:514(__init__)
        1    0.000    0.000    0.000    0.000 html5parser.py:50(HTMLParser)
        8    0.000    0.000    0.000    0.000 cookielib.py:957(set_ok_name)
        1    0.000    0.000    0.000    0.000 <string>:1(Attribute)
        2    0.000    0.000    0.000    0.000 MyRecord.py:14(MyRecord)
        9    0.000    0.000    0.000    0.000 BIFFRecords.py:369(passwd_hash)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:133(__init__)
        8    0.000    0.000    0.000    0.000 cookielib.py:888(is_blocked)
        8    0.000    0.000    0.000    0.000 BIFFRecords.py:1504(get)
        1    0.000    0.000    0.000    0.000 <string>:1(Traceback)
        1    0.000    0.000    0.000    0.000 response.py:47(_get_decoder)
        1    0.000    0.000    0.000    0.000 sessions.py:250(Session)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        8    0.000    0.000    0.000    0.000 cookielib.py:903(is_not_allowed)
        5    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookies.py:159(RequestsCookieJar)
        1    0.000    0.000    0.000    0.000 urlparse.py:67(ResultMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:221(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 ssl.py:83(SSLSocket)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:449(http_response)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        8    0.000    0.000    0.000    0.000 _form.py:1683(is_of_kind)
        1    0.000    0.000    0.000    0.000 UnicodeUtils.py:40(<module>)
        1    0.000    0.000    0.000    0.000 _urllib2_fork.py:261(__init__)
        8    0.000    0.000    0.000    0.000 Style.py:242(__init__)
        1    0.000    0.000    0.000    0.000 _base.py:122(TreeBuilder)
        1    0.000    0.000    0.000    0.000 htmlserializer.py:76(HTMLSerializer)
        1    0.000    0.000    0.000    0.000 argparse.py:980(__init__)
        1    0.000    0.000    0.000    0.000 tax.py:167(TaxSheetBuilder)
        2    0.000    0.000    0.000    0.000 six.py:75(_import_module)
        1    0.000    0.000    0.000    0.000 _beautifulsoup.py:80(PageElement)
        6    0.000    0.000    0.000    0.000 httplib.py:715(set_debuglevel)
        1    0.000    0.000    0.000    0.000 httplib.py:657(HTTPConnection)
        5    0.000    0.000    0.000    0.000 __init__.py:347(_FuncPtr)
        1    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 html5parser.py:773(endTagHead)
        8    0.000    0.000    0.000    0.000 six.py:70(_add_doc)
        8    0.000    0.000    0.000    0.000 urllib2.py:484(add_parent)
        1    0.000    0.000    0.000    0.000 _lxml.py:23(LXMLTreeBuilderForXML)
        8    0.000    0.000    0.000    0.000 Worksheet.py:1254(__bitmaps_rec)
        1    0.000    0.000    0.000    0.000 difflib.py:1639(HtmlDiff)
        8    0.000    0.000    0.000    0.000 cookielib.py:1036(set_ok_port)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(any)
        1    0.000    0.000    0.000    0.000 <string>:1(ModuleInfo)
        2    0.000    0.000    0.000    0.000 _urllib2_fork.py:175(get_method)
        1    0.000    0.000    0.000    0.000 certs.py:13(<module>)
        1    0.000    0.000    0.000    0.000 xl3.py:16(Cell)
        6    0.000    0.000    0.000    0.000 {method 'upper' of 'unicode' objects}
        6    0.000    0.000    0.000    0.000 Queue.py:234(_init)
        3    0.000    0.000    0.000    0.000 BeautifulSoup.py:1941(_codec)
